"Obs","Name","Type","numobs","nmiss","per_miss","unique","mean_or_top1","min_or_top2","p1_or_top3","p5_or_top4","p25_or_top5","median_or_bot5","p75_or_bot4","p95_or_bot3","p99_or_bot2","max_or_bot1"
489,"LIEN12","integer",895720,0,"0%",11,"0.00313379180994061","0","0","0","0","0","0","0","0","19"
490,"LIEN24","integer",895720,0,"0%",24,"0.00668735765641049","0","0","0","0","0","0","0","0","57"
491,"RELLIEN","integer",895720,0,"0%",35,"0.0280534095476265","0","0","0","0","0","0","0","1","99"
492,"SATLIEN","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
493,"CHRGOFF","integer",895720,0,"0%",30,"0.326212432456571","0","0","0","0","0","0","2","6","31"
494,"CHGOFF12","integer",895720,0,"0%",23,"0.0499553431876033","0","0","0","0","0","0","0","1","27"
495,"CHGOFF24","integer",895720,0,"0%",25,"0.100106059929442","0","0","0","0","0","0","1","3","29"
496,"AGCOBAL","integer",895720,0,"0%",17494,"566.814511231188","0","0","0","0","0","0","2194","10970","1885003"
497,"REPOTH","integer",895720,0,"0%",5,"0.00616152369043898","0","0","0","0","0","0","0","0","4"
498,"REPO12","integer",895720,0,"0%",4,"0.00208100745768767","0","0","0","0","0","0","0","0","3"
499,"REPO24","integer",895720,0,"0%",5,"0.00294511677756442","0","0","0","0","0","0","0","0","4"
500,"JUDGSUIT","integer",895720,0,"0%",17,"0.0449738757647479","0","0","0","0","0","0","0","1","18"
501,"JDSUIT12","integer",895720,0,"0%",7,"0.00443888715223507","0","0","0","0","0","0","0","0","7"
502,"TRUSTPR","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
503,"NUMPUBRC","integer",895720,0,"0%",49,"0.0949113562273925","0","0","0","0","0","0","1","2","99"
504,"DPBREC12","integer",895720,0,"0%",12,"0.00851158844281695","0","0","0","0","0","0","0","0","20"
505,"DPBREC24","integer",895720,0,"0%",26,"0.0198287411244585","0","0","0","0","0","0","0","1","57"
506,"DPBREC36","integer",895720,0,"0%",30,"0.031748760773456","0","0","0","0","0","0","0","1","97"
507,"DTAXLIEN","integer",895720,0,"0%",11,"0.000611798329835216","0","0","0","0","0","0","0","0","33"
508,"AGPUBREC","integer",895720,0,"0%",19049,"1202.76095096682","0","0","0","0","0","0","525","14870.2399999998","9999999"
509,"AGPUB36","integer",895720,0,"0%",10062,"404.402994239271","0","0","0","0","0","0","0","3157.80999999994","9999999"
510,"DISBNKTH","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
511,"NDISBANK","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
512,"BANKPUB6","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
513,"BANKRP60","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
514,"PAIDJUDG","integer",895720,0,"0%",12,"0.0100109409190372","0","0","0","0","0","0","0","0","15"
515,"UNPDJUDG","integer",895720,0,"0%",14,"0.0348881346849462","0","0","0","0","0","0","0","1","13"
516,"ALLCOLLC","integer",895720,0,"0%",73,"0.627466172464609","0","0","0","0","0","0","4","9","99"
517,"COLEXMED","integer",895720,0,"0%",44,"0.253713213950788","0","0","0","0","0","0","2","4","99"
518,"COLLEC6","integer",895720,0,"0%",33,"0.0844147724735408","0","0","0","0","0","0","1","2","70"
519,"COLEXMD6","integer",895720,0,"0%",18,"0.0415520475148484","0","0","0","0","0","0","0","1","17"
520,"COLLEC12","integer",895720,0,"0%",45,"0.165492564640736","0","0","0","0","0","0","1","3","71"
521,"COLXMD12","integer",895720,0,"0%",19,"0.0737283972670031","0","0","0","0","0","0","1","2","25"
522,"COLNM12","integer",895720,0,"0%",18,"0.0560309025141785","0","0","0","0","0","0","0","1","17"
523,"COLLEC24","integer",895720,0,"0%",59,"0.29084312061805","0","0","0","0","0","0","2","5","99"
524,"COLXMD24","integer",895720,0,"0%",34,"0.125372884383513","0","0","0","0","0","0","1","3","99"
525,"COLNM24","integer",895720,0,"0%",20,"0.0933316214888581","0","0","0","0","0","0","1","2","19"
526,"COLLEC36","integer",895720,0,"0%",71,"0.397118519180101","0","0","0","0","0","0","2","6","99"
527,"COLXMD36","integer",895720,0,"0%",37,"0.168362881257536","0","0","0","0","0","0","1","3","99"
528,"COLAMT24","integer",895720,0,"0%",10189,"227.908986067075","0","0","0","0","0","0","763","3959.80999999994","1950000"
529,"COLAMT6","integer",895720,0,"0%",6501,"100.506634885902","0","0","0","0","0","0","87","1490","390681"
530,"COLAMT12","integer",895720,0,"0%",8251,"150.972501451346","0","0","0","0","0","0","399","2459","390681"
531,"COLAMT36","integer",895720,0,"0%",11879,"296.124162684768","0","0","0","0","0","0","1036","5437.80999999994","1950000"
532,"COLAMTTH","integer",895720,0,"0%",14927,"452.805118787121","0","0","0","0","0","0","1656","8435.80999999994","1969000"
533,"COLBAL24","integer",895720,0,"0%",9979,"219.898048497298","0","0","0","0","0","0","694","3679.80999999994","1875456"
534,"COLBAL6","integer",895720,0,"0%",6642,"106.055059616845","0","0","0","0","0","0","79","1494","329330"
535,"COLBAL12","integer",895720,0,"0%",8253,"153.56912874559","0","0","0","0","0","0","374","2409","329330"
536,"COLBAL36","integer",895720,0,"0%",11358,"273.38753740008","0","0","0","0","0","0","907","4850","1875456"
537,"COLBALTH","integer",895720,0,"0%",13507,"369.780194703702","0","0","0","0","0","0","1269","6833","1875456"
538,"PAIDCOL","integer",895720,0,"0%",26,"0.10518577233957","0","0","0","0","0","0","1","2","36"
539,"UNPDCOL","integer",895720,0,"0%",74,"0.522284865806279","0","0","0","0","0","0","3","8","99"
540,"AGCOLTHA","integer",895720,0,"0%",19330,"695.06062608851","0","0","0","0","0","0","2908","13188.2399999998","6959418"
541,"AGCOLTHB","integer",895720,0,"0%",17494,"566.814511231188","0","0","0","0","0","0","2194","10970","1885003"
542,"TRDMONOP","integer",895720,0,"0%",709,"226.012275041308","0","35","100","157","209","284","402","478","999"
543,"TRDMOF","integer",895720,0,"0%",775,"293.582593890948","1","70","137","222","306","361","437","493","998"
544,"TRDCNT","integer",895720,0,"0%",100,"16.8282833921315","0","2","4","10","15","22","35","48","99"
545,"TRDSAT","integer",895720,0,"0%",100,"15.3991928281159","0","1","3","8","14","21","33","45","99"
546,"TRDOPN","integer",895720,0,"0%",65,"6.99645983119725","0","0","1","4","6","9","16","23","95"
547,"TRDVER3","integer",895720,0,"0%",64,"6.46696847229045","0","0","1","3","6","9","15","21","77"
548,"TRDVER6","integer",895720,0,"0%",65,"6.52813937391149","0","0","1","3","6","9","15","21","77"
549,"TRDVER12","integer",895720,0,"0%",67,"6.59731835841558","0","0","1","3","6","9","15","21","77"
550,"TRDVER24","integer",895720,0,"0%",66,"6.67097977046398","0","0","1","3","6","9","15","22","77"
551,"TRDBAL","integer",895720,0,"0%",363447,"158499.067712008","0","0","295","19717","111193","233611","471569.15","837714.249999998","9999999"
552,"TRDBALM","integer",895720,0,"0%",148001,"35808.3585495467","0","0","0","4217","19734","45063","124496.05","250249","9999999"
553,"TRDHGHBL","integer",895720,0,"0%",312672,"121703.517150449","0","0","253","12599.75","80620","188307","367960","609562.86","9999999"
554,"TRDBAL6","integer",895720,0,"0%",362746,"157783.201268253","0","0","287","19494","110405","232908.25","469649.599999999","833160.869999998","9999999"
555,"TRDHC6","integer",895720,0,"0%",426711,"219798.645810075","0","790","5930.95","46127.75","172093.5","306136.25","616703.049999999","1096231.21","9999999"
556,"TRDCL6","integer",895720,0,"0%",386675,"235289.355016076","0","1300","11000","58500","187675","324015","641721.25","1130796.55","9999999"
557,"TRDUTIL","integer",895720,0,"0%",303,"54.1147758228018","0","0","1","32","60","78","92","103","8777"
558,"TRDUTLOP","integer",895720,0,"0%",284,"60.9449749921851","0","0","1","40","71","85","96","106","3605"
559,"TRD0BAL","integer",895720,0,"0%",98,"11.9595699548966","0","0","2","6","10","16","27","38","99"
560,"AUTTRDS","integer",895720,0,"0%",48,"2.43652034117805","0","0","0","1","2","3","7","10","72"
561,"AUTOMOF","integer",895720,0,"0%",331,"292.595950743536","0","7","24","95","132","165","999","999","999"
562,"AUTOPV6","integer",895720,0,"0%",17,"0.676311793864154","0","0","0","0","1","1","2","3","20"
563,"AUTOPN6","integer",895720,0,"0%",9,"0.107768052516411","0","0","0","0","0","0","1","1","8"
564,"AUTBALT","integer",895720,0,"0%",68723,"10975.4603079087","0","0","0","0","1832","17916","42416.0499999999","70044.2399999998","843415"
565,"AUTNOBAL","integer",895720,0,"0%",349267,"148035.680480507","0","0","61","7590","100048","221806.25","457469.2","823474","9999999"
566,"AUTOUTIL","integer",895720,0,"0%",204,"29.3807283526102","0","0","0","0","10","59","89","98","9999"
567,"AUTNUTIL","integer",895720,0,"0%",342,"53.1816951725986","0","0","0","24","59","81","95","111","8777"
568,"RETTRD","integer",895720,0,"0%",52,"3.58622560621623","0","0","0","1","2","5","11","17","59"
569,"RETMON","integer",895720,0,"0%",585,"232.573124413879","0","1","3","18","51","134","999","999","999"
570,"RETMNOLD","integer",895720,0,"0%",655,"314.127458357522","0","7","29","104","159","326","999","999","999"
571,"RETOPN12","integer",895720,0,"0%",25,"0.24385522261421","0","0","0","0","0","0","1","3","52"
572,"RETVER12","integer",895720,0,"0%",41,"2.34003929799491","0","0","0","0","2","3","7","11","56"
573,"RETOPEN","integer",895720,0,"0%",39,"1.76930067431787","0","0","0","0","1","3","6","10","55"
574,"NUMDEPT","integer",895720,0,"0%",28,"1.73515942482026","0","0","0","0","1","3","6","9","31"
575,"RETBAL12","integer",895720,0,"0%",27,"0.668761443308177","0","0","0","0","0","1","3","6","29"
576,"RETTOT12","integer",895720,0,"0%",14753,"640.658992765596","0","0","0","0","0","281","3736","9143","280868"
577,"RETHIBAL","integer",895720,0,"0%",10597,"461.974451837628","0","0","0","0","0","260","2675","5950.80999999994","280868"
578,"RETTOTCL","integer",895720,0,"0%",5547,"1867.72473875765","0","0","0","0","0","2000","10000","18500","3e+05"
579,"RETTOTHC","integer",895720,0,"0%",18123,"1047.44210914125","0","0","0","0","0","832","5745","12261.8099999999","341511"
580,"RETUTIL","integer",895720,0,"0%",385,"9.04542379314965","0","0","0","0","0","5","58","96","2278"
581,"RETHCCL","integer",895720,0,"0%",3096,"68.2893605144465","0","0","0","0","39","78","169","724","9999"
582,"RETREVTH","integer",895720,0,"0%",50,"3.5091624614835","0","0","0","1","2","5","11","17","55"
583,"RETREV6","integer",895720,0,"0%",37,"2.17422855356585","0","0","0","0","1","3","7","11","50"
584,"RETREV12","integer",895720,0,"0%",40,"2.32448533023713","0","0","0","0","2","3","7","11","55"
585,"FIOACT3","integer",895720,0,"0%",14,"0.312319698119948","0","0","0","0","0","0","2","3","13"
586,"FIOACTTH","integer",895720,0,"0%",14,"0.315227973027285","0","0","0","0","0","0","2","3","13"
587,"FIOPENTH","integer",895720,0,"0%",14,"0.315227973027285","0","0","0","0","0","0","2","3","13"
588,"FIOPBLTH","integer",895720,0,"0%",13,"0.208760550171929","0","0","0","0","0","0","1","2","12"
589,"FIAGBLTH","integer",895720,0,"0%",52648,"4646.03872303845","0","0","0","0","0","187.25","28056.0499999999","51259.6199999999","1880691"
590,"FIRATIO","integer",895720,0,"0%",189,"15.1996807037914","0","0","0","0","0","0","86","98","2006"
591,"FIRATOTH","integer",895720,0,"0%",164,"11.1623643549323","0","0","0","0","0","1","73","95","2006"
592,"FIOPENMO","integer",895720,0,"0%",316,"542.274826954852","0","2","6","40","999","999","999","999","999"
593,"FITRMOF","integer",895720,0,"0%",344,"559.934447148663","0","5","19","100","999","999","999","999","999"
594,"NUMSATTR","integer",895720,0,"0%",86,"8.93925445451704","0","0","1","4","7","12","22","32","99"
595,"REVOPN6","integer",895720,0,"0%",55,"4.38692113606931","0","0","0","2","4","6","11","16","75"
596,"REV12MTH","integer",895720,0,"0%",57,"4.44767449649444","0","0","0","2","4","6","11","17","75"
597,"REVTOTBL","integer",895720,0,"0%",90546,"13908.6901855491","0","0","0","512","3361","12104","58928.0999999999","164216.439999999","9999999"
598,"REVAGGCR","integer",895720,0,"0%",13643,"51588.1147780556","0","0","300","11700","30700","62800","168500","343500","3639800"
599,"REVRATIO","integer",895720,0,"0%",391,"25.939686509177","0","0","0","2","13","43","86","104","1058"
600,"REVMOF","integer",895720,0,"0%",689,"229.548735095789","0","14","53","142","202","285","429","999","999"
601,"BKRVER6","integer",895720,0,"0%",45,"3.24157549234136","0","0","0","1","3","4","8","12","72"
602,"BKROVR6","integer",895720,0,"0%",42,"2.63973004956906","0","0","0","1","2","4","7","10","71"
603,"BKROPEN","integer",895720,0,"0%",42,"2.69067119189032","0","0","0","1","2","4","7","11","72"
604,"BKROPN6","integer",895720,0,"0%",13,"0.164353815924619","0","0","0","0","0","0","1","2","14"
605,"BKROPN12","integer",895720,0,"0%",18,"0.316572143080427","0","0","0","0","0","0","2","3","21"
606,"BKRTRDS","integer",895720,0,"0%",69,"5.3116956191667","0","0","0","2","4","7","13","19","99"
607,"BKROAGE","integer",895720,0,"0%",662,"240.859058634395","0","10","41","132","188","272","999","999","999"
608,"BKRNAGE","integer",895720,0,"0%",526,"108.048290760506","0","1","2","13","36","93","999","999","999"
609,"BKRTBAL","integer",895720,0,"0%",84259,"11944.121294601","0","0","0","103","2240","9157","51789","157385.62","9999999"
610,"BKRCRDLT","integer",895720,0,"0%",8587,"41653.9257200911","0","0","0","6000","21500","49000","148100","323400","3639800"
611,"BKRHBAL","integer",895720,0,"0%",70464,"9342.61596034475","0","0","0","98","1835","6441","38791","141582.819999999","9999999"
612,"BKRNOBAL","integer",895720,0,"0%",350041,"147005.5303644","0","0","0","13039","99416.5","221225.25","444091.1","789924.969999998","9999999"
613,"BKRUTIL","integer",895720,0,"0%",403,"26.8461684454964","0","0","0","0","11","46","94","111","1058"
614,"BKNAGE","integer",895720,0,"0%",535,"97.7736122895548","0","1","2","12","33","87","391","999","999"
615,"BKOPENTH","integer",895720,0,"0%",43,"2.73651364265619","0","0","0","1","2","4","7","11","70"
616,"BKOPENV6","integer",895720,0,"0%",41,"2.67695150270174","0","0","0","1","2","4","7","10","69"
617,"BKOPEN12","integer",895720,0,"0%",42,"2.68723150091546","0","0","0","1","2","4","7","11","69"
618,"BKOPBAL","integer",895720,0,"0%",30,"1.67263988746483","0","0","0","1","1","2","5","7","50"
619,"BKOPBAL6","integer",895720,0,"0%",30,"1.67102442727638","0","0","0","1","1","2","5","7","50"
620,"BKOPBL12","integer",895720,0,"0%",30,"1.67208949225204","0","0","0","1","1","2","5","7","50"
621,"BKRATTH","integer",895720,0,"0%",330,"19.1836198812129","0","0","0","1","7","28","79","101","904"
622,"BKTRADES","integer",895720,0,"0%",70,"5.4052114500067","0","0","1","2","5","7","13","19","99"
623,"BKAGBLTH","integer",895720,0,"0%",47500,"5529.5027486268","0","0","0","41","1823","6665","23780","45075","2832857"
624,"BKAGBAL","integer",895720,0,"0%",49497,"6050.42112825437","0","0","0","182","2168","7416","25388.0499999999","47467.8099999999","2832857"
625,"BKHICRLM","integer",895720,0,"0%",586,"12164.4544857768","0","0","0","3300","10000","18700","30000","46000","1500000"
626,"BKBAL","integer",895720,0,"0%",30370,"3691.79089001027","0","0","0","56","1529","4928","14893","24388","1682857"
627,"BKUTIL","integer",895720,0,"0%",224,"25.3816594471487","0","0","0","0","10","43","94","101","966"
628,"BANKMOF","integer",895720,0,"0%",657,"232.439598311973","0","10","42","130","186","268","516","999","999"
629,"BKITNUM","integer",895720,0,"0%",64,"1.56398316438173","0","0","0","0","1","2","6","12","99"
630,"BKIBAL","integer",895720,0,"0%",74028,"8142.1489941053","0","0","0","0","0","3315","41486.0499999999","109567.339999999","6050140"
631,"BKIUTIL","integer",895720,0,"0%",338,"17.9090150940026","0","0","0","0","0","21","92","115","7730"
632,"BKIMOF","integer",895720,0,"0%",436,"496.834686062609","0","7","29","112","162","999","999","999","999"
633,"INSTRD","integer",895720,0,"0%",97,"4.47325838431653","0","0","0","1","3","6","14","24","99"
634,"INSTRBAL","integer",895720,0,"0%",113613,"21706.8123766356","0","0","0","0","9445","28230","83337.1499999998","173961.719999999","6147046"
635,"INSUTIL","integer",895720,0,"0%",315,"37.9623208145403","0","0","0","0","39","68","95","111","9999"
636,"INSTMOF","integer",895720,0,"0%",470,"243.618604028044","0","9","34","111","139","169","999","999","999"
637,"CMOP2","integer",895720,0,"0%",18,"0.0840195596838298","0","0","0","0","0","0","1","2","22"
638,"CMOP2UP","integer",895720,0,"0%",48,"0.560027687223686","0","0","0","0","0","0","3","8","61"
639,"CMOP3","integer",895720,0,"0%",20,"0.0309672665565132","0","0","0","0","0","0","0","1","20"
640,"CMOP3UP","integer",895720,0,"0%",48,"0.476008127539856","0","0","0","0","0","0","3","7","61"
641,"CMOP4","integer",895720,0,"0%",25,"0.0218561604072701","0","0","0","0","0","0","0","1","36"
642,"CMOP4UP","integer",895720,0,"0%",48,"0.445040860983343","0","0","0","0","0","0","3","7","61"
643,"CMOP5","integer",895720,0,"0%",35,"0.103044478185147","0","0","0","0","0","0","1","2","46"
644,"CMOP5UP","integer",895720,0,"0%",47,"0.423184700576073","0","0","0","0","0","0","3","7","61"
645,"CMOP7","integer",895720,0,"0%",3,"2.0095565578529e-05","0","0","0","0","0","0","0","0","5"
646,"CMOP7UP","integer",895720,0,"0%",31,"0.320140222390926","0","0","0","0","0","0","2","5","54"
647,"HMOP2TH","integer",895720,0,"0%",32,"0.788201670164784","0","0","0","0","0","1","4","7","56"
648,"HMOP2GTH","integer",895720,0,"0%",57,"1.32231500915465","0","0","0","0","0","2","7","12","74"
649,"HMOP3TH","integer",895720,0,"0%",33,"0.375","0","0","0","0","0","0","2","5","52"
650,"HMOP3GTH","integer",895720,0,"0%",54,"0.834881436163087","0","0","0","0","0","1","5","10","71"
651,"HMOP4TH","integer",895720,0,"0%",44,"0.330767427321038","0","0","0","0","0","0","2","5","57"
652,"HMOP4GTH","integer",895720,0,"0%",51,"0.670119010405037","0","0","0","0","0","0","4","9","71"
653,"HMOP5TH","integer",895720,0,"0%",42,"0.256294377707319","0","0","0","0","0","0","2","4","57"
654,"HMOP5GTH","integer",895720,0,"0%",52,"0.576434600098245","0","0","0","0","0","0","4","8","69"
655,"CMOP8","integer",895720,0,"0%",5,"0.0041106595811191","0","0","0","0","0","0","0","0","4"
656,"CMOP9","integer",895720,0,"0%",31,"0.316009467244228","0","0","0","0","0","0","2","5","54"
657,"HMP2N6","integer",895720,0,"0%",25,"0.169737194659045","0","0","0","0","0","0","1","3","25"
658,"HMP2GN6","integer",895720,0,"0%",34,"0.246841646943241","0","0","0","0","0","0","1","4","42"
659,"HMP2N12","integer",895720,0,"0%",27,"0.246775778144956","0","0","0","0","0","0","2","4","31"
660,"HMP2GN12","integer",895720,0,"0%",40,"0.366745188228464","0","0","0","0","0","0","2","5","43"
661,"HMP2N24","integer",895720,0,"0%",28,"0.37485933104095","0","0","0","0","0","0","2","5","37"
662,"HMP2GN24","integer",895720,0,"0%",41,"0.571762381101237","0","0","0","0","0","0","3","7","43"
663,"HMP3N6","integer",895720,0,"0%",23,"0.0667664002143527","0","0","0","0","0","0","0","2","25"
664,"HMP3GN6","integer",895720,0,"0%",33,"0.132724512124325","0","0","0","0","0","0","1","3","42"
665,"HMP3N12","integer",895720,0,"0%",23,"0.0945016299736525","0","0","0","0","0","0","1","2","29"
666,"HMP3GN12","integer",895720,0,"0%",38,"0.201795203858349","0","0","0","0","0","0","1","4","43"
667,"HMP3N24","integer",895720,0,"0%",25,"0.148687089715536","0","0","0","0","0","0","1","3","29"
668,"HMP3GN24","integer",895720,0,"0%",39,"0.322833028178449","0","0","0","0","0","0","2","6","43"
669,"HMP4N6","integer",895720,0,"0%",28,"0.0517516634662618","0","0","0","0","0","0","0","1","34"
670,"HMP4GN6","integer",895720,0,"0%",34,"0.0982840619836556","0","0","0","0","0","0","1","2","42"
671,"HMP4N12","integer",895720,0,"0%",32,"0.0796923145625865","0","0","0","0","0","0","0","2","42"
672,"HMP4GN12","integer",895720,0,"0%",36,"0.154549412762917","0","0","0","0","0","0","1","3","43"
673,"HMP4N24","integer",895720,0,"0%",35,"0.124611485732148","0","0","0","0","0","0","1","3","43"
674,"HMP4GN24","integer",895720,0,"0%",38,"0.252078774617068","0","0","0","0","0","0","1","5","43"
675,"HMP5N6","integer",895720,0,"0%",29,"0.0524762202473987","0","0","0","0","0","0","0","1","42"
676,"HMP5GN6","integer",895720,0,"0%",33,"0.0763698477202697","0","0","0","0","0","0","0","2","42"
677,"HMP5N12","integer",895720,0,"0%",31,"0.0725248961729112","0","0","0","0","0","0","0","2","43"
678,"HMP5GN12","integer",895720,0,"0%",35,"0.125041307551467","0","0","0","0","0","0","1","3","43"
679,"HMP5N24","integer",895720,0,"0%",32,"0.106358013664985","0","0","0","0","0","0","1","2","43"
680,"HMP5GN24","integer",895720,0,"0%",36,"0.210221944357612","0","0","0","0","0","0","1","5","43"
681,"H2IN6AF","integer",895720,0,"0%",35,"0.264906443978029","0","0","0","0","0","0","2","5","54"
682,"H2GIN6AF","integer",895720,0,"0%",90,"0.589656365828607","0","0","0","0","0","0","4","12","99"
683,"H2IN12AF","integer",895720,0,"0%",49,"0.471707676506051","0","0","0","0","0","0","3","9","95"
684,"H2GI12AF","integer",895720,0,"0%",100,"1.05119791899254","0","0","0","0","0","0","7","19","99"
685,"H2IN24AF","integer",895720,0,"0%",76,"0.88497409904881","0","0","0","0","0","0","5","15","99"
686,"H2GI24AF","integer",895720,0,"0%",100,"1.96361027999821","0","0","0","0","0","0","13","33","99"
687,"H3IN6AF","integer",895720,0,"0%",30,"0.0906912874559014","0","0","0","0","0","0","0","3","44"
688,"H3GIN6AF","integer",895720,0,"0%",89,"0.324796811503595","0","0","0","0","0","0","1","7","99"
689,"H3IN12AF","integer",895720,0,"0%",37,"0.149393783771714","0","0","0","0","0","0","1","4","44"
690,"H3GI12AF","integer",895720,0,"0%",100,"0.579891037377752","0","0","0","0","0","0","3","13","99"
691,"H3IN24AF","integer",895720,0,"0%",55,"0.274499843701157","0","0","0","0","0","0","2","6","65"
692,"H3GI24AF","integer",895720,0,"0%",100,"1.08115929084982","0","0","0","0","0","0","6","23","99"
693,"H4IN6AF","integer",895720,0,"0%",34,"0.0602822310543473","0","0","0","0","0","0","0","2","60"
694,"H4GIN6AF","integer",895720,0,"0%",86,"0.234135667396061","0","0","0","0","0","0","1","6","99"
695,"H4IN12AF","integer",895720,0,"0%",46,"0.102252936185415","0","0","0","0","0","0","0","3","75"
696,"H4GI12AF","integer",895720,0,"0%",99,"0.430745098914839","0","0","0","0","0","0","1","11","99"
697,"H4IN24AF","integer",895720,0,"0%",61,"0.184442682981289","0","0","0","0","0","0","1","4","99"
698,"H4GI24AF","integer",895720,0,"0%",100,"0.809008395480731","0","0","0","0","0","0","4","20","99"
699,"H5IN6AF","integer",895720,0,"0%",79,"0.150084847943554","0","0","0","0","0","0","0","5","99"
700,"H5GIN6AF","integer",895720,0,"0%",82,"0.173972893314875","0","0","0","0","0","0","0","5","99"
701,"H5IN12AF","integer",895720,0,"0%",100,"0.277393605144465","0","0","0","0","0","0","0","9","99"
702,"H5GI12AF","integer",895720,0,"0%",99,"0.329767114723351","0","0","0","0","0","0","1","10","99"
703,"H5IN24AF","integer",895720,0,"0%",100,"0.527784352252936","0","0","0","0","0","0","1","16","99"
704,"H5GI24AF","integer",895720,0,"0%",100,"0.631126914660831","0","0","0","0","0","0","2","17","99"
705,"CMP02IN6","integer",895720,0,"0%",17,"0.0473395704014647","0","0","0","0","0","0","0","1","22"
706,"CMP03IN6","integer",895720,0,"0%",17,"0.0181440628767919","0","0","0","0","0","0","0","1","19"
707,"CMP04IN6","integer",895720,0,"0%",24,"0.013018577233957","0","0","0","0","0","0","0","0","28"
708,"CMP05IN6","integer",895720,0,"0%",28,"0.0384216049658375","0","0","0","0","0","0","0","1","42"
709,"CUR2IN12","integer",895720,0,"0%",17,"0.0500669852185951","0","0","0","0","0","0","0","1","22"
710,"CUR2GN12","integer",895720,0,"0%",35,"0.179135220827937","0","0","0","0","0","0","1","4","43"
711,"CUR3IN12","integer",895720,0,"0%",17,"0.0191019515027017","0","0","0","0","0","0","0","1","19"
712,"CUR3GN12","integer",895720,0,"0%",35,"0.129068235609342","0","0","0","0","0","0","1","3","43"
713,"CUR4IN12","integer",895720,0,"0%",24,"0.0135779038092261","0","0","0","0","0","0","0","0","28"
714,"CUR4GN12","integer",895720,0,"0%",34,"0.10996628410664","0","0","0","0","0","0","1","3","43"
715,"CUR5IN12","integer",895720,0,"0%",29,"0.0438719689188586","0","0","0","0","0","0","0","1","43"
716,"CUR5GN12","integer",895720,0,"0%",33,"0.0963883802974144","0","0","0","0","0","0","0","2","43"
717,"C2IN24","integer",895720,0,"0%",17,"0.0555296297950252","0","0","0","0","0","0","0","1","22"
718,"C2GIN24","integer",895720,0,"0%",35,"0.249500960121467","0","0","0","0","0","0","2","5","43"
719,"C3IN24","integer",895720,0,"0%",18,"0.0210099138123521","0","0","0","0","0","0","0","1","19"
720,"C3GIN24","integer",895720,0,"0%",35,"0.193971330326441","0","0","0","0","0","0","1","4","43"
721,"C4IN24","integer",895720,0,"0%",24,"0.0146574822489171","0","0","0","0","0","0","0","1","28"
722,"C4GIN24","integer",895720,0,"0%",34,"0.172961416514089","0","0","0","0","0","0","1","4","43"
723,"C5IN24","integer",895720,0,"0%",29,"0.054440003572545","0","0","0","0","0","0","0","1","43"
724,"C5GIN24","integer",895720,0,"0%",34,"0.158303934265172","0","0","0","0","0","0","1","4","43"
725,"NUMINQ3","integer",895720,0,"0%",32,"0.342912963872639","0","0","0","0","0","0","2","4","43"
726,"NUMINQ6","integer",895720,0,"0%",40,"0.634533113026392","0","0","0","0","0","1","3","6","52"
727,"NUMINQ12","integer",895720,0,"0%",62,"1.22409569954897","0","0","0","0","0","2","5","10","85"
728,"NUMINQ","integer",895720,0,"0%",81,"2.26256642700844","0","0","0","0","1","3","8","15","99"
729,"INQNOAU3","integer",895720,0,"0%",27,"0.290751574152637","0","0","0","0","0","0","2","4","29"
730,"INQNOAU6","integer",895720,0,"0%",34,"0.534639172955834","0","0","0","0","0","1","3","5","41"
731,"INQNOA12","integer",895720,0,"0%",49,"1.02965658911267","0","0","0","0","0","1","4","8","78"
732,"INQNOA","integer",895720,0,"0%",71,"1.90808846514536","0","0","0","0","1","3","7","13","97"
733,"RECNTINQ","integer",895720,0,"0%",33,"131540.937401197","0","0","0","0","201502","201510","201606","201609","201609"
734,"AGEINQ","integer",895720,0,"0%",26,"352.30994172286","0","0","1","5","13","999","999","999","999"
735,"FINCINQ","integer",895720,0,"0%",17,"0.0749475282454338","0","0","0","0","0","0","1","2","27"
736,"MORTINQ","integer",895720,0,"0%",10,"0.0138536596257759","0","0","0","0","0","0","0","1","14"
737,"MORTINQ6","integer",895720,0,"0%",11,"0.0268197651051668","0","0","0","0","0","0","0","1","14"
738,"BANKINQ","integer",895720,0,"0%",20,"0.127213861474568","0","0","0","0","0","0","1","2","21"
739,"BANKINQ6","integer",895720,0,"0%",25,"0.230518465591926","0","0","0","0","0","0","1","3","31"
740,"BNKINQ12","integer",895720,0,"0%",36,"0.439941053007636","0","0","0","0","0","1","2","4","68"
741,"COLINQ6","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
742,"COLINQ12","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
743,"COLINQ3","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
744,"COLINQ","integer",895720,0,"0%",1,"0","0","0","0","0","0","0","0","0","0"
745,"MORTGNUM","integer",895720,0,"0%",26,"0.669515027017372","0","0","0","0","1","1","2","3","36"
